,API Name,Description,Category,Followers,Versions,API Tags,SDKs,How to,Source Code,Libraries,Developers,Changlog,Articles
979,MaternalMentalHealthAPI," The Maternal Mental Health API integrates a directory in Los Angeles area to find certified psychologists, counselors, and psychiatrists for new mothers. It is available in JSON data with HTTP requests. Token is required to authenticate.",Health,9,RESTv1," Health, Babies, Directories, Healthcare", 0,0,0,0, 0, 0,
980,BerlinPublicTransportRESTAPI," The Berlin Public Transport REST API offers access to the Public Transportation Agency of Berlin and Brandenburg (VBB). This API does not have call limits, does not require an API Key, and requires applications to have HTTP access control (CORS) enabled. Functionality includes routes, locations, and stations information.",German,12,RESTv0.3.0," German, Transportation", 0,0,0,0, 0, 1, 1
981,ThousandEyesAPI," The ThousandEyes API integrates data monitoring and performance features. It is available in JSON architecture with token. Resources include sandbox, tests metadata, and user management. ThousandEyes provides network intelligence software.",Monitoring,9,REST," Monitoring, Data, Networking, Performance, Visualizations", 0,0,0,0, 0, 3, 1
982,VoiceablyAPI," The Voiceably API integrates business phone systems into applications. Api Key and endpoints are available to make callbacks. As a service, Voiceably provides unlimited extensions and SMS messaging. Contact the company for updated API information.",Voice,9,REST," Voice, Business, Smartphone, Telephony", 0,0,0,0, 0, 1, 1
983,LucidworksAPI," The Lucidworks API integrates data intelligence search features with the aim to build better applications, driven by analysis. It is available in REST format with HTTP using SSL. Lucidworks is a big data applications platform.",ApplicationDevelopment,6,REST," Application, Development, Big, Data, Data, Intelligence, Search", 0,0,1,0, 0, 2,
984,PredixPublicSafetyAPI," The Public Safety API offers media obtained from intelligent lighting sensors located along public roadways and in parking lots. This information provides local businesses and city officials with insight with the purpose of improving environment awareness. This REST API returns data in JSON format, and uses OAuth 2 and Tokens for authentication. Predix is an industrial software platform developed by General Electric Digital which aims to improve asset performance management (APM), operations, and business.",Cities,14,RESTv1," Cities, Environment, Safety", 0,0,0,0, 0, 0,
985,StrapAPI," The Strap API integrates health data intelligence into applications for compliance purposes. It is available in JSON architecture with token as authentication. Strap provides a platform for HIPAA compliant health apps, wearables, and analysis.",Healthcare,6,REST," Healthcare, Compliance, Data, Intelligence", 9,0,0,0, 0, 2,
986,ClickToAddressGlobalAddressAPI," The ClickToAddress Global Address API finds international postal addresses, auto-completes, and validates data at the point of entry. It allows predictive search-ahead interaction. Available in JSON and JSONP formats.",Addresses,12,RESTv1.1," Addresses, International, Postcodes, Zip, Codes", 0,0,0,0, 0, 4,
987,DigiSignerAPI," The DigiSigner RESTful API integrates electronic signature features into applications. Authentication is available via HTTPS with a Key. Requests in cURL, PHP, and Java with JSON architecture.",ElectronicSignature,7,RESTv1," Electronic, Signature, Compliance, Documents, Forms", 2,0,11,0, 0, 8,
988,,,,,,,,,,,,,
989,AssemblyPlatformAPI, The Assembly Platform API integrates data analysis into education applications. It provides access with REST and HTTP as communication formats and JSON as response protocol. Required OAuth2 and bearer tokens to authenticate. Assembly Platform connects school management information systems and data with other education software.,Education,5,RESTv1," Education, Analytics, Data, Intelligence", 0,0,0,0, 0, 2, 1
990,PuppetDBQueryAPI," The PuppetDB Query API integrates software as a service functionalities for developers and IT teams. It provides a way to access GET catalogs, use JSON protocols and utilizes HTTP basic to authenticate. Puppet Enterprise provides IT automation and DevOps software solutions.",Software-as-a-Service,4,RESTv3.0," Software-as-a-Service, Automation, Catalogs, DevOps, Platform-as-a-Service", 0,0,0,0, 0, 4, 1
991,AutodeskForge3DPrintAPI," The Autodesk Forge 3D Print API offers 3D printing functionality to existing applications. Additionally, it serves as a printing infrastructure for printer manufacturers. Autodesk is a California based design and business firm that provides industry leading software such as AutoCAD, Maya, and Fusion 360.",3D,6,RESTv1," 3D, Design, Printing", 1,0,0,0, 0, 3, 2
992,Share.toAPI," The Share.to API allows developers to integrate communication and visual collaboration features into their applications. Share.to provides secure, cloud-based communication services for extended teams across multiple channels. This includes WebRTC video and audio communication as well as screen sharing, persistent workspaces, group chat, shared documents, and more. Share.to supports many popular apps including Dropbox, LinkedIn, Google Drive, and Facebook.",WebRTC,5,RESTv1.0," WebRTC, Chat, Collaboration, Meetings, VoIP", 0,0,0,0, 0, 0,
993,CollegeScorecardDataAPI," The College Scorecard Data API integrates school, academics, admissions, students, and repayment methodologies into web services. It is available in HTTP for queries and JSON & CSV for responses. Developers require a Key to access. Additional API information at https://github.com/18F/open-data-maker/blob/api-docs/API.md",Education,16,RESTv1," Education, Data, Financial, Reporting", 0,0,0,0, 0, 2, 1
994,Text2DataAPI, The Text2Data API integrates text analysis into sentiment applications. It is available in JSON and XML architectures with private key. Text2Data helps users analyse company documents and social media trends with a scalable platform.,Text,14,REST," Text, Analytics, Natural, Language, Processing, Sentiment, Social, Surveys", 2,0,2,0, 0, 5, 1
995,ModeAnalyticsAPI," The Mode API integrates analytics into applications, to create charts and report data. It is available in JSON architecture with Ruby and Python SDKs, libraries that provide token and shared secret authentication. Mode Analytics provides SQL editor, Python notebook, and visualization builder for data analysis.",Analytics,5,REST," Analytics, Charts, Data, Platform-as-a-Service, Reporting, SQL", 2,0,4,0, 0, 5, 1
996,SlackBotRTMAPI, The Independent Slack Bot RTM API is used to build Slack applications for team based messaging. Normal and Real Time Messaging bots can be implemented with this modular API.,Bots,2,RESTv0.1.1," Bots, Chat, Collaboration, Messaging", 0,0,0,0, 0, 1, 1
997,BosunAPI, The Bosun API integrates monitoring and notification of the Q&A site Stack Exchange. It is available in JSON architecture with Api Key. Bosun is an open source alerting system with an API.,Q&A,3,REST," Q&A, Monitoring, Notifications, Testing", 0,0,0,0, 0, 3, 1
998,TwentyThreeAPI," The TwentyThree API integrates video marketing into applications. It is available in JSON and XML formats with OAuth as authentication method. TwentyThree is video marketing platform that allows businesses to use video in social media, email marketing, CRM, gather analytics and more.",Video,1,REST," Video, Business, Marketing, Platform-as-a-Service", 0,0,2,0, 0, 7, 1
999,PlanioAPI," The Planio API allows users to access their project management resources programmatically. Planio is a project management service based on Redmine. It provides task management, time tracking, workflows, file management, knowledge management, wikis, issue tracking, version control, communication, and repository hosting. The pro version also includes team chat and helpdesk features.",ProjectManagement,29,REST," Project, Management, Chat, Time, Tracking", 0,0,0,0, 0, 2, 1
1000,ViaMichelinWebServices&MapsAPI," The ViaMichelin Web Services & Maps API allows developers to embed a map on their website or application via JavaScript. The API is a static library that offers four different map styles: ViaMichelin, satellite, hybrid, and light. Methods are provided that let users control markers, layers, polygons, and more.",Mapping,7,Native/Browser, Mapping, 0,0,0,0, 0, 3, 1
1001,BinFindAPI," The BINFind API determines the bank, type, and country of an issued card using it's first 6 digits (BIN number). Available in JSON and XML formats with GET and URL as API usage.",Financial,11,REST," Financial, Banking, Credit, Cards, Payments", 0,0,0,0, 0, 0,
1002,eRankerAPI," The eRanker API integrates audit tools into SEO applications. It is available in HTTP request methods with GET, POST, PUT, and DELETE commands. Api Key is required to authenticate. As a service, eRanker provides page speed performance, usability, spam, SEO, and social media monitoring.",SEO,8,REST," SEO, Domains, Monitoring, Spam", 0,0,0,0, 0, 0,
1003,IDnowAPI," IDnow is an authentication platform dedicated to bank and financial services which offers a proprietary Video-Identification technology and eSign. This platform offers client conversion optimization, automatic image improvement, and global support. Video-Identification functions in accordance with the GwG, and the Federal Financial Supervisory Authority in Germany. The IDnow API uses JSON, and XML for responses, and offers webhook support.",Identity,10,RESTv1," Identity, Electronic, Signature, Video", 2,0,2,0, 0, 0,
